Title,Summary,Published,Category
Subpopulation-Specific Synthetic EHR for Better Mortality Prediction,"  Electronic health records (EHR) often contain different rates of
representation of certain subpopulations (SP). Factors like patient
demographics, clinical condition prevalence, and medical center type contribute
to this underrepresentation. Consequently, when training machine learning
models on such datasets, the models struggle to generalize well and perform
poorly on underrepresented SPs. To address this issue, we propose a novel
ensemble framework that utilizes generative models. Specifically, we train a
GAN-based synthetic data generator for each SP and incorporate synthetic
samples into each SP training set. Ultimately, we train SP-specific prediction
models. To properly evaluate this method, we design an evaluation pipeline with
2 real-world use case datasets, queried from the MIMIC database. Our approach
shows increased model performance over underrepresented SPs. Our code and
models are given as supplementary and will be made available on a public
repository.
",2023-05-25 09:22:12+00:00,cs.LG
IVP-VAE: Modeling EHR Time Series with Initial Value Problem Solvers,"  Continuous-time models such as Neural ODEs and Neural Flows have shown
promising results in analyzing irregularly sampled time series frequently
encountered in electronic health records. Based on these models, time series
are typically processed with a hybrid of an initial value problem (IVP) solver
and a recurrent neural network within the variational autoencoder architecture.
Sequentially solving IVPs makes such models computationally less efficient. In
this paper, we propose to model time series purely with continuous processes
whose state evolution can be approximated directly by IVPs. This eliminates the
need for recurrent computation and enables multiple states to evolve in
parallel. We further fuse the encoder and decoder with one IVP solver utilizing
its invertibility, which leads to fewer parameters and faster convergence.
Experiments on three real-world datasets show that the proposed method can
systematically outperform its predecessors, achieve state-of-the-art results,
and have significant advantages in terms of data efficiency.
",2023-05-11 11:53:31+00:00,cs.LG
"Spatial Computing Opportunities in Biomedical Decision Support: The
  Atlas-EHR Vision","  We consider the problem of reducing the time needed by healthcare
professionals to understand patient medical history via the next generation of
biomedical decision support. This problem is societally important because it
has the potential to improve healthcare quality and patient outcomes. However,
navigating electronic health records is challenging due to the high
patient-doctor ratios, potentially long medical histories, the urgency of
treatment for some medical conditions, and patient variability. The current
electronic health record systems provides only a longitudinal view of patient
medical history, which is time-consuming to browse, and doctors often need to
engage nurses, residents, and others for initial analysis. To overcome this
limitation, we envision an alternative spatial representation of patients'
histories (e.g., electronic health records (EHRs)) and other biomedical data in
the form of Atlas-EHR. Just like Google Maps allows a global, national,
regional, and local view, the Atlas-EHR may start with an overview of the
patient's anatomy and history before drilling down to spatially anatomical
sub-systems, their individual components, or sub-components. Atlas-EHR presents
a compelling opportunity for spatial computing since healthcare is almost a
fifth of the US economy. However, the traditional spatial computing designed
for geographic use cases (e.g., navigation, land-surveys, mapping) faces many
hurdles in the biomedical domain. This paper presents a number of open research
questions under this theme in five broad areas of spatial computing.
",2023-05-09 20:56:49+00:00,cs.CY
"Hardware Honeypot: Setting Sequential Reverse Engineering on a Wrong
  Track","  Reverse engineering (RE) of finite state machines (FSMs) is a serious threat
when protecting designs against RE attacks. While most recent protection
techniques rely on the security of a secret key, this work presents a new
approach: hardware FSM honeypots. These honeypots lead the RE tools to a wrong
but, for the tools, very attractive FSM, while making the original FSM less
attractive. The results show that state-of-the-art RE methods favor the highly
attractive honeypot as FSM candidate or do no longer detect the correct,
original FSM.
",2023-05-05 17:38:37+00:00,cs.CR
"Low-Resource Multi-Granularity Academic Function Recognition Based on
  Multiple Prompt Knowledge","  Fine-tuning pre-trained language models (PLMs), e.g., SciBERT, generally
requires large numbers of annotated data to achieve state-of-the-art
performance on a range of NLP tasks in the scientific domain. However,
obtaining the fine-tune data for scientific NLP task is still challenging and
expensive. Inspired by recent advancement in prompt learning, in this paper, we
propose the Mix Prompt Tuning (MPT), which is a semi-supervised method to
alleviate the dependence on annotated data and improve the performance of
multi-granularity academic function recognition tasks with a small number of
labeled examples. Specifically, the proposed method provides multi-perspective
representations by combining manual prompt templates with automatically learned
continuous prompt templates to help the given academic function recognition
task take full advantage of knowledge in PLMs. Based on these prompt templates
and the fine-tuned PLM, a large number of pseudo labels are assigned to the
unlabeled examples. Finally, we fine-tune the PLM using the pseudo training
set. We evaluate our method on three academic function recognition tasks of
different granularity including the citation function, the abstract sentence
function, and the keyword function, with datasets from computer science domain
and biomedical domain. Extensive experiments demonstrate the effectiveness of
our method and statistically significant improvements against strong baselines.
In particular, it achieves an average increase of 5% in Macro-F1 score compared
with fine-tuning, and 6% in Macro-F1 score compared with other semi-supervised
method under low-resource settings. In addition, MPT is a general method that
can be easily applied to other low-resource scientific classification tasks.
",2023-05-05 05:32:50+00:00,cs.CL
"Mechanical Intelligence Simplifies Control in Terrestrial Limbless
  Locomotion","  Limbless locomotors, from microscopic worms to macroscopic snakes, traverse
complex, heterogeneous natural environments typically using undulatory body
wave propagation. Theoretical and robophysical models typically emphasize body
kinematics and active neural/electronic control. However, we contend that
because such approaches often neglect the role of passive, mechanically
controlled processes (those involving ""mechanical intelligence""), they fail to
reproduce the performance of even the simplest organisms. To uncover principles
of how mechanical intelligence aids limbless locomotion in heterogeneous
terradynamic regimes, here we conduct a comparative study of locomotion in a
model of heterogeneous terrain (lattices of rigid posts). We used a model
biological system, the highly studied nematode worm Caenorhabditis elegans, and
a robophysical device whose bilateral actuator morphology models that of
limbless organisms across scales. The robot's kinematics quantitatively
reproduced the performance of the nematodes with purely open-loop control;
mechanical intelligence simplified control of obstacle navigation and
exploitation by reducing the need for active sensing and feedback. An active
behavior observed in C. elegans, undulatory wave reversal upon head collisions,
robustified locomotion via exploitation of the systems' mechanical
intelligence. Our study provides insights into how neurally simple limbless
organisms like nematodes can leverage mechanical intelligence via appropriately
tuned bilateral actuation to locomote in complex environments. These principles
likely apply to neurally more sophisticated organisms and also provide a design
and control paradigm for limbless robots for applications like search and
rescue and planetary exploration.
",2023-04-17 23:04:28+00:00,cs.RO
Optimizing Data-driven Causal Discovery Using Knowledge-guided Search,"  Learning causal relationships solely from observational data often fails to
reveal the underlying causal mechanisms due to the vast search space of
possible causal graphs, which can grow exponentially, especially for greedy
algorithms using score-based approaches. Leveraging prior causal information,
such as the presence or absence of causal edges, can help restrict and guide
the score-based discovery process, leading to a more accurate search. In the
healthcare domain, prior knowledge is abundant from sources like medical
journals, electronic health records (EHRs), and clinical intervention outcomes.
This study introduces a knowledge-guided causal structure search (KGS) approach
that utilizes observational data and structural priors (such as causal edges)
as constraints to learn the causal graph. KGS leverages prior edge information
between variables, including the presence of a directed edge, the absence of an
edge, and the presence of an undirected edge. We extensively evaluate KGS in
multiple settings using synthetic and benchmark real-world datasets, as well as
in a real-life healthcare application related to oxygen therapy treatment. To
obtain causal priors, we use GPT-4 to retrieve relevant literature information.
Our results show that structural priors of any type and amount enhance the
search process, improving performance and optimizing causal discovery. This
guided strategy ensures that the discovered edges align with established causal
knowledge, enhancing the trustworthiness of findings while expediting the
search process. It also enables a more focused exploration of causal
mechanisms, potentially leading to more effective and personalized healthcare
solutions.
",2023-04-11 20:56:33+00:00,cs.AI
"A Transformer-Based Deep Learning Approach for Fairly Predicting
  Post-Liver Transplant Risk Factors","  Liver transplantation is a life-saving procedure for patients with end-stage
liver disease. There are two main challenges in liver transplant: finding the
best matching patient for a donor and ensuring transplant equity among
different subpopulations. The current MELD scoring system evaluates a patient's
mortality risk if not receiving an organ within 90 days. However, the
donor-patient matching should also consider post-transplant risk factors, such
as cardiovascular disease, chronic rejection, etc., which are all common
complications after transplant. Accurate prediction of these risk scores
remains a significant challenge. In this study, we used predictive models to
solve the above challenges. Specifically, we proposed a deep-learning model to
predict multiple risk factors after a liver transplant. By formulating it as a
multi-task learning problem, the proposed deep neural network was trained to
simultaneously predict the five post-transplant risks and achieve equal good
performance by exploiting task-balancing techniques. We also proposed a novel
fairness-achieving algorithm to ensure prediction fairness across different
subpopulations. We used electronic health records of 160,360 liver transplant
patients, including demographic information, clinical variables, and laboratory
values, collected from the liver transplant records of the United States from
1987 to 2018. The model's performance was evaluated using various performance
metrics such as AUROC and AUPRC. Our experiment results highlighted the success
of our multitask model in achieving task balance while maintaining accuracy.
The model significantly reduced the task discrepancy by 39%. Further
application of the fairness-achieving algorithm substantially reduced fairness
disparity among all sensitive attributes (gender, age group, and
race/ethnicity) in each risk factor.
",2023-04-05 22:54:26+00:00,cs.LG
FakET: Simulating Cryo-Electron Tomograms with Neural Style Transfer,"  In cryo-electron microscopy, accurate particle localization and
classification are imperative. Recent deep learning solutions, though
successful, require extensive training data sets. The protracted generation
time of physics-based models, often employed to produce these data sets, limits
their broad applicability. We introduce FakET, a method based on Neural Style
Transfer, capable of simulating the forward operator of any cryo transmission
electron microscope. It can be used to adapt a synthetic training data set
according to reference data producing high-quality simulated micrographs or
tilt-series. To assess the quality of our generated data, we used it to train a
state-of-the-art localization and classification architecture and compared its
performance with a counterpart trained on benchmark data. Remarkably, our
technique matches the performance, boosts data generation speed 750 times, uses
33 times less memory, and scales well to typical transmission electron
microscope detector sizes. It leverages GPU acceleration and parallel
processing. The source code is available at https://github.com/paloha/faket.
",2023-04-04 17:59:09+00:00,cs.LG
"X-CANIDS: Signal-Aware Explainable Intrusion Detection System for
  Controller Area Network-Based In-Vehicle Network","  Controller Area Network (CAN) is an essential networking protocol that
connects multiple electronic control units (ECUs) in a vehicle. However,
CAN-based in-vehicle networks (IVNs) face security risks owing to the CAN
mechanisms. An adversary can sabotage a vehicle by leveraging the security
risks if they can access the CAN bus. Thus, recent actions and cybersecurity
regulations (e.g., UNR 155) require carmakers to implement intrusion detection
systems (IDSs) in their vehicles. The IDS should detect cyberattacks and
provide additional information to analyze conducted attacks. Although many IDSs
have been proposed, considerations regarding their feasibility and
explainability remain lacking. This study proposes X-CANIDS, which is a novel
IDS for CAN-based IVNs. X-CANIDS dissects the payloads in CAN messages into
human-understandable signals using a CAN database. The signals improve the
intrusion detection performance compared with the use of bit representations of
raw payloads. These signals also enable an understanding of which signal or ECU
is under attack. X-CANIDS can detect zero-day attacks because it does not
require any labeled dataset in the training phase. We confirmed the feasibility
of the proposed method through a benchmark test on an automotive-grade embedded
device with a GPU. The results of this work will be valuable to carmakers and
researchers considering the installation of in-vehicle IDSs for their vehicles.
",2023-03-22 03:11:02+00:00,cs.CR
"Convergence of variational Monte Carlo simulation and scale-invariant
  pre-training","  We provide theoretical convergence bounds for the variational Monte Carlo
(VMC) method as applied to optimize neural network wave functions for the
electronic structure problem. We study both the energy minimization phase and
the supervised pre-training phase that is commonly used prior to energy
minimization. For the energy minimization phase, the standard algorithm is
scale-invariant by design, and we provide a proof of convergence for this
algorithm without modifications. The pre-training stage typically does not
feature such scale-invariance. We propose using a scale-invariant loss for the
pretraining phase and demonstrate empirically that it leads to faster
pre-training.
",2023-03-21 05:41:24+00:00,cs.LG
Training Deep Boltzmann Networks with Sparse Ising Machines,"  The slowing down of Moore's law has driven the development of unconventional
computing paradigms, such as specialized Ising machines tailored to solve
combinatorial optimization problems. In this paper, we show a new application
domain for probabilistic bit (p-bit) based Ising machines by training deep
generative AI models with them. Using sparse, asynchronous, and massively
parallel Ising machines we train deep Boltzmann networks in a hybrid
probabilistic-classical computing setup. We use the full MNIST and Fashion
MNIST (FMNIST) dataset without any downsampling and a reduced version of
CIFAR-10 dataset in hardware-aware network topologies implemented in moderately
sized Field Programmable Gate Arrays (FPGA). For MNIST, our machine using only
4,264 nodes (p-bits) and about 30,000 parameters achieves the same
classification accuracy (90%) as an optimized software-based restricted
Boltzmann Machine (RBM) with approximately 3.25 million parameters. Similar
results follow for FMNIST and CIFAR-10. Additionally, the sparse deep Boltzmann
network can generate new handwritten digits and fashion products, a task the
3.25 million parameter RBM fails at despite achieving the same accuracy. Our
hybrid computer takes a measured 50 to 64 billion probabilistic flips per
second, which is at least an order of magnitude faster than superficially
similar Graphics and Tensor Processing Unit (GPU/TPU) based implementations.
The massively parallel architecture can comfortably perform the contrastive
divergence algorithm (CD-n) with up to n = 10 million sweeps per update, beyond
the capabilities of existing software implementations. These results
demonstrate the potential of using Ising machines for traditionally
hard-to-train deep generative Boltzmann networks, with further possible
improvement in nanodevice-based realizations.
",2023-03-19 18:10:15+00:00,cs.ET
Graded Differential Categories and Graded Differential Linear Logic,"  In Linear Logic ($\mathsf{LL}$), the exponential modality $!$ brings forth a
distinction between non-linear proofs and linear proofs, where linear means
using an argument exactly once. Differential Linear Logic ($\mathsf{DiLL}$) is
an extension of Linear Logic which includes additional rules for $!$ which
encode differentiation and the ability of linearizing proofs. On the other
hand, Graded Linear Logic ($\mathsf{GLL}$) is a variation of Linear Logic in
such a way that $!$ is now indexed over a semiring $R$. This $R$-grading allows
for non-linear proofs of degree $r \in R$, such that the linear proofs are of
degree $1 \in R$. There has been recent interest in combining these two
variations of $\mathsf{LL}$ together and developing Graded Differential Linear
Logic ($\mathsf{GDiLL}$). In this paper we present a sequent calculus for
$\mathsf{GDiLL}$, as well as introduce its categorical semantics, which we call
graded differential categories, using both coderelictions and deriving
transformations. We prove that symmetric powers always give graded differential
categories, and provide other examples of graded differential categories. We
also discuss graded versions of (monoidal) coalgebra modalities, additive
bialgebra modalities, and the Seely isomorphisms, as well as their
implementations in the sequent calculus of $\mathsf{GDiLL}$.
",2023-03-19 06:33:22+00:00,cs.LO
"Tensor-based Multimodal Learning for Prediction of Pulmonary Arterial
  Wedge Pressure from Cardiac MRI","  Heart failure is a serious and life-threatening condition that can lead to
elevated pressure in the left ventricle. Pulmonary Arterial Wedge Pressure
(PAWP) is an important surrogate marker indicating high pressure in the left
ventricle. PAWP is determined by Right Heart Catheterization (RHC) but it is an
invasive procedure. A non-invasive method is useful in quickly identifying
high-risk patients from a large population. In this work, we develop a tensor
learning-based pipeline for identifying PAWP from multimodal cardiac Magnetic
Resonance Imaging (MRI). This pipeline extracts spatial and temporal features
from high-dimensional scans. For quality control, we incorporate an epistemic
uncertainty-based binning strategy to identify poor-quality training samples.
To improve the performance, we learn complementary information by integrating
features from multimodal data: cardiac MRI with short-axis and four-chamber
views, and Electronic Health Records. The experimental analysis on a large
cohort of $1346$ subjects who underwent the RHC procedure for PAWP estimation
indicates that the proposed pipeline has a diagnostic value and can produce
promising performance with significant improvement over the baseline in
clinical practice (i.e., $\Delta$AUC $=0.10$, $\Delta$Accuracy $=0.06$, and
$\Delta$MCC $=0.39$). The decision curve analysis further confirms the clinical
utility of our method.
",2023-03-14 00:05:08+00:00,cs.LG
EHRDiff: Exploring Realistic EHR Synthesis with Diffusion Models,"  Electronic health records (EHR) contain a wealth of biomedical information,
serving as valuable resources for the development of precision medicine
systems. However, privacy concerns have resulted in limited access to
high-quality and large-scale EHR data for researchers, impeding progress in
methodological development. Recent research has delved into synthesizing
realistic EHR data through generative modeling techniques, where a majority of
proposed methods relied on generative adversarial networks (GAN) and their
variants for EHR synthesis. Despite GAN-based methods attaining
state-of-the-art performance in generating EHR data, these approaches are
difficult to train and prone to mode collapse. Recently introduced in
generative modeling, diffusion models have established cutting-edge performance
in image generation, but their efficacy in EHR data synthesis remains largely
unexplored. In this study, we investigate the potential of diffusion models for
EHR data synthesis and introduce a novel method, EHRDiff. Through extensive
experiments, EHRDiff establishes new state-of-the-art quality for synthetic EHR
data, protecting private information in the meanwhile.
",2023-03-10 02:15:58+00:00,cs.LG
Breaking Symmetries Leads to Diverse Quadrupedal Gaits,"  Symmetry manifests itself in legged locomotion in a variety of ways. No
matter where a legged system begins to move periodically, the torso and limbs
coordinate with each other's movements in a similar manner. Also, in many gaits
observed in nature, the legs on both sides of the torso move in exactly the
same way, sometimes they are just half a period out of phase. Furthermore, when
some animals move forward and backward, their movements are strikingly similar
as if the time had been reversed. This work aims to generalize these phenomena
and propose formal definitions of symmetries in legged locomotion using group
theory terminology. Symmetries in some common quadrupedal gaits such as
pronking, bounding, half-bounding, and galloping have been discussed. Moreover,
a spring-mass model has been used to demonstrate how breaking symmetries can
alter gaits in a legged system. Studying the symmetries may provide insight
into which gaits may be suitable for a particular robotic design, or may enable
roboticists to design more agile and efficient robot controllers by using
certain gaits.
",2023-03-08 19:48:43+00:00,cs.RO
Photonic Neural Networks: A Compact Review,"  It has long been known that photonic science and especially photonic
communications can raise the speed of technologies and producing manufacturing.
More recently, photonic science has also been interested in its capabilities to
implement low-precision linear operations, such as matrix multiplications, fast
and effciently. For a long time most scientists taught that Electronics is the
end of science but after many years and about 35 years ago had been understood
that electronics do not answer alone and should have a new science. Today we
face modern ways and instruments for doing tasks as soon as possible in
proportion to many decays before. The velocity of progress in science is very
fast. All our progress in science area is dependent on modern knowledge about
new methods. In this research, we want to review the concept of a photonic
neural network. For this research was selected 18 main articles were among the
main 30 articles on this subject from 2015 to the 2022 year. These articles
noticed three principles: 1- Experimental concepts, 2- Theoretical concepts,
and, finally 3- Mathematic concepts. We should be careful with this research
because mathematics has a very important and constructive role in our topics!
One of the topics that are very valid and also new, is simulation. We used to
work with simulation in some parts of this research. First, briefly, we start
by introducing photonics and neural networks. In the second we explain the
advantages and disadvantages of a combination of both in the science world and
industries and technologies about them. Also, we are talking about the
achievements of a thin modern science. Third, we try to introduce some
important and valid parameters in neural networks. In this manner, we use many
mathematic tools in some portions of this article.
",2023-02-16 16:10:02+00:00,cs.NE
"The Independence Postulate, the Many Worlds Theory, and Constructor
  Theory","  The Many Worlds Theory and Constructor Theory are in conflict with the
Independence Postulate. The conflict with the Many Worlds Theory is shown
through the existence of a finite experiment that measures the spin of a large
number of electrons. After the experiment there are branches of positive
probability which contain forbidden sequences that break the Independence
Postulate. Constructor Theory consists of counterfactuals, decreeing certain
processes can or cannot occur. However this binary classification meets
challenges when describing whether a forbidden sequence can be found or
created.
",2023-02-14 17:48:23+00:00,cs.CC
Roadmap for Unconventional Computing with Nanotechnology,"  In the ""Beyond Moore's Law"" era, with increasing edge intelligence,
domain-specific computing embracing unconventional approaches will become
increasingly prevalent. At the same time, adopting a variety of
nanotechnologies will offer benefits in energy cost, computational speed,
reduced footprint, cyber resilience, and processing power. The time is ripe for
a roadmap for unconventional computing with nanotechnologies to guide future
research, and this collection aims to fill that need. The authors provide a
comprehensive roadmap for neuromorphic computing using electron spins,
memristive devices, two-dimensional nanomaterials, nanomagnets, and various
dynamical systems. They also address other paradigms such as Ising machines,
Bayesian inference engines, probabilistic computing with p-bits, processing in
memory, quantum memories and algorithms, computing with skyrmions and spin
waves, and brain-inspired computing for incremental learning and
problem-solving in severely resource-constrained environments. These approaches
have advantages over traditional Boolean computing based on von Neumann
architecture. As the computational requirements for artificial intelligence
grow 50 times faster than Moore's Law for electronics, more unconventional
approaches to computing and signal processing will appear on the horizon, and
this roadmap will help identify future needs and challenges. In a very fertile
field, experts in the field aim to present some of the dominant and most
promising technologies for unconventional computing that will be around for
some time to come. Within a holistic approach, the goal is to provide pathways
for solidifying the field and guiding future impactful discoveries.
",2023-01-17 07:00:28+00:00,cs.ET
"Waveflow: boundary-conditioned normalizing flows applied to fermionic
  wavefunctions","  An efficient and expressive wavefunction ansatz is key to scalable solutions
for complex many-body electronic structures. While Slater determinants are
predominantly used for constructing antisymmetric electronic wavefunction
ans\""{a}tze, this construction can result in limited expressiveness when the
targeted wavefunction is highly complex. In this work, we introduce Waveflow,
an innovative framework for learning many-body fermionic wavefunctions using
boundary-conditioned normalizing flows. Instead of relying on Slater
determinants, Waveflow imposes antisymmetry by defining the fundamental domain
of the wavefunction and applying necessary boundary conditions. A key challenge
in using normalizing flows for this purpose is addressing the topological
mismatch between the prior and target distributions. We propose using O-spline
priors and I-spline bijections to handle this mismatch, which allows for
flexibility in the node number of the distribution while automatically
maintaining its square-normalization property. We apply Waveflow to a
one-dimensional many-electron system, where we variationally minimize the
system's energy using variational quantum Monte Carlo (VQMC). Our experiments
demonstrate that Waveflow can effectively resolve topological mismatches and
faithfully learn the ground-state wavefunction.
",2022-11-27 14:32:09+00:00,cs.LG
"A Comprehensive Benchmark for COVID-19 Predictive Modeling Using
  Electronic Health Records in Intensive Care","  The COVID-19 pandemic has posed a heavy burden to the healthcare system
worldwide and caused huge social disruption and economic loss. Many deep
learning models have been proposed to conduct clinical predictive tasks such as
mortality prediction for COVID-19 patients in intensive care units using
Electronic Health Record (EHR) data. Despite their initial success in certain
clinical applications, there is currently a lack of benchmarking results to
achieve a fair comparison so that we can select the optimal model for clinical
use. Furthermore, there is a discrepancy between the formulation of traditional
prediction tasks and real-world clinical practice in intensive care. To fill
these gaps, we propose two clinical prediction tasks, Outcome-specific
length-of-stay prediction and Early mortality prediction for COVID-19 patients
in intensive care units. The two tasks are adapted from the naive
length-of-stay and mortality prediction tasks to accommodate the clinical
practice for COVID-19 patients. We propose fair, detailed, open-source
data-preprocessing pipelines and evaluate 17 state-of-the-art predictive models
on two tasks, including 5 machine learning models, 6 basic deep learning models
and 6 deep learning predictive models specifically designed for EHR data. We
provide benchmarking results using data from two real-world COVID-19 EHR
datasets. One dataset is publicly available without needing any inquiry and
another dataset can be accessed on request. We provide fair, reproducible
benchmarking results for two tasks. We deploy all experiment results and models
on an online platform. We also allow clinicians and researchers to upload their
data to the platform and get quick prediction results using our trained models.
We hope our efforts can further facilitate deep learning and machine learning
research for COVID-19 predictive modeling.
",2022-09-16 09:09:15+00:00,cs.LG
"Self-supervised Representation Learning on Electronic Health Records
  with Graph Kernel Infomax","  Learning Electronic Health Records (EHRs) representation is a preeminent yet
under-discovered research topic. It benefits various clinical decision support
applications, e.g., medication outcome prediction or patient similarity search.
Current approaches focus on task-specific label supervision on vectorized
sequential EHR, which is not applicable to large-scale unsupervised scenarios.
Recently, contrastive learning shows great success on self-supervised
representation learning problems. However, complex temporality often degrades
the performance. We propose Graph Kernel Infomax, a self-supervised graph
kernel learning approach on the graphical representation of EHR, to overcome
the previous problems. Unlike the state-of-the-art, we do not change the graph
structure to construct augmented views. Instead, we use Kernel Subspace
Augmentation to embed nodes into two geometrically different manifold views.
The entire framework is trained by contrasting nodes and graph representations
on those two manifold views through the commonly used contrastive objectives.
Empirically, using publicly available benchmark EHR datasets, our approach
yields performance on clinical downstream tasks that exceeds the
state-of-the-art. Theoretically, the variation on distance metrics naturally
creates different views as data augmentation without changing graph structures.
",2022-09-01 16:15:08+00:00,cs.LG
One-Time Certificates for Reliable and Secure Document Signing,"  Electronic documents are signed using private keys and verified using the
corresponding digital certificates through the well-known public key
infrastructure model. Private keys must be kept in a safe container so they can
be reused. This makes private key management a critical component of public key
infrastructures with no failproof answer. Therefore, existing solutions must
employ cumbersome and often expensive revocation methods to handle private key
compromises. We propose a new cryptographic key management model built with
long-term, irrevocable digital certificates, each bound to a single document.
Our model issues a unique digital certificate for each new document to be
signed. We demonstrate that private keys associated with these certificates
should be deleted after each signature, eliminating the need to store those
keys. Furthermore, we show that these certificates do not require any
revocation mechanism to be trusted. We analyze the overhead caused by the
frequent generation of new key pairs for each document, provide a security
overview and show the advantages over the traditional model.
",2022-08-08 07:39:54+00:00,cs.CR
RF-Photonic Deep Learning Processor with Shannon-Limited Data Movement,"  Edholm's Law predicts exponential growth in data rate and spectrum bandwidth
for communications and is forecasted to remain true for the upcoming deployment
of 6G. Compounding this issue is the exponentially increasing demand for deep
neural network (DNN) compute, including DNNs for signal processing. However,
the slowing of Moore's Law due to the limitations of transistor-based
electronics means that completely new paradigms for computing will be required
to meet these increasing demands for advanced communications. Optical neural
networks (ONNs) are promising DNN accelerators with ultra-low latency and
energy consumption. Yet state-of-the-art ONNs struggle with scalability and
implementing linear with in-line nonlinear operations. Here we introduce our
multiplicative analog frequency transform ONN (MAFT-ONN) that encodes the data
in the frequency domain, achieves matrix-vector products in a single shot using
photoelectric multiplication, and uses a single electro-optic modulator for the
nonlinear activation of all neurons in each layer. We experimentally
demonstrate the first hardware accelerator that computes fully-analog deep
learning on raw RF signals, performing single-shot modulation classification
with 85% accuracy, where a 'majority vote' multi-measurement scheme can boost
the accuracy to 95% within 5 consecutive measurements. In addition, we
demonstrate frequency-domain finite impulse response (FIR)
linear-time-invariant (LTI) operations, enabling a powerful combination of
traditional and AI signal processing. We also demonstrate the scalability of
our architecture by computing nearly 4 million fully-analog
multiplies-and-accumulates for MNIST digit classification. Our latency
estimation model shows that due to the Shannon capacity-limited analog data
movement, MAFT-ONN is hundreds of times faster than traditional RF receivers
operating at their theoretical peak performance.
",2022-07-08 16:37:13+00:00,cs.ET
"Tree-Guided Rare Feature Selection and Logic Aggregation with Electronic
  Health Records Data","  Statistical learning with a large number of rare binary features is commonly
encountered in analyzing electronic health records (EHR) data, especially in
the modeling of disease onset with prior medical diagnoses and procedures.
Dealing with the resulting highly sparse and large-scale binary feature matrix
is notoriously challenging as conventional methods may suffer from a lack of
power in testing and inconsistency in model fitting while machine learning
methods may suffer from the inability of producing interpretable results or
clinically-meaningful risk factors. To improve EHR-based modeling and utilize
the natural hierarchical structure of disease classification, we propose a
tree-guided feature selection and logic aggregation approach for large-scale
regression with rare binary features, in which dimension reduction is achieved
through not only a sparsity pursuit but also an aggregation promoter with the
logic operator of ``or''. We convert the combinatorial problem into a convex
linearly-constrained regularized estimation, which enables scalable computation
with theoretical guarantees. In a suicide risk study with EHR data, our
approach is able to select and aggregate prior mental health diagnoses as
guided by the diagnosis hierarchy of the International Classification of
Diseases. By balancing the rarity and specificity of the EHR diagnosis records,
our strategy improves both prediction and model interpretation. We identify
important higher-level categories and subcategories of mental health conditions
and simultaneously determine the level of specificity needed for each of them
in predicting suicide risk.
",2022-06-18 03:52:43+00:00,cs.LG
"CAN-MM: Multiplexed Message Authentication Code for Controller Area
  Network message authentication in road vehicles","  The automotive market is increasingly profitable for cyberattacks with the
constant shift toward fully interconnected vehicles. Electronic Control Units
(ECUs) installed on cars often operate in a critical and hostile environment.
Hence, both carmakers and governments have decided to support a series of
initiatives to mitigate risks and threats belonging to the automotive domain.
The Controller Area Network (CAN) is the primary communication protocol in the
automotive field, and the integrity of the communication over this network is
assured through Message Authentication Codes (MAC). However, limitations in
throughput and frame size limit the application of this technique to specific
versions of the CAN protocol, leaving several vehicles still unprotected. This
paper presents CAN Multiplexed MAC (CAN-MM), a new approach exploiting
frequency modulation to multiplex MAC data with standard CAN communication.
CAN-MM allows transmitting MAC payloads maintaining full-back compatibility
with all versions of the standard CAN protocol. Moreover, multiplexing allows
sending DATA and MAC simultaneously.
",2022-06-06 13:21:22+00:00,cs.CR
"Towards Secure Virtual Elections: Multiparty Computation of Order Based
  Voting Rules","  Electronic voting systems are essential for holding virtual elections, and
the need for such systems increases due to the COVID-19 pandemic and the social
distancing that it mandates. One of the main challenges in e-voting systems is
to secure the voting process: namely, to certify that the computed results are
consistent with the cast ballots, and that the privacy of the voters is
preserved. We propose herein a secure voting protocol for elections that are
governed by order-based voting rules. Our protocol offers perfect ballot
secrecy, in the sense that it issues only the required output, while no other
information on the cast ballots is revealed. Such perfect secrecy, which is
achieved by employing secure multiparty computation tools, may increase the
voters' confidence and, consequently, encourage them to vote according to their
true preferences. Evaluation of the protocol's computational costs establishes
that it is lightweight and can be readily implemented in real-life electronic
elections.
",2022-05-21 12:17:21+00:00,cs.CR
TRIP: Trust-Limited Coercion-Resistant In-Person Voter Registration,"  Remote electronic voting is convenient and flexible, but presents risks of
coercion and vote buying. One promising mitigation strategy enables voters to
give a coercer fake voting credentials, which silently cast votes that do not
count. However, current proposals make problematic assumptions during
credential issuance, such as relying on a trustworthy registrar, on trusted
hardware, or on voters interacting with multiple registrars. We present TRIP,
the first voter registration scheme that addresses these challenges by
leveraging the physical security of in-person interaction. Voters use a kiosk
in a privacy booth to print real and fake paper credentials, which appear
indistinguishable to others. Voters interact with only one authority, need no
trusted hardware during credential issuance, and need not trust the registrar
except when actually under coercion. For verifiability, each credential
includes an interactive zero-knowledge proof, which is sound in real
credentials and unsound in fake credentials. Voters learn the difference by
observing the order of printing steps, and need not understand the technical
details. We prove formally that TRIP satisfies coercion-resistance and
verifiability. In a user study with 150 participants, 83% successfully used
TRIP.
",2022-02-14 13:35:46+00:00,cs.CR
